6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Saint Vincent and the Grenadines,108,828.1342,123.4267,58.42442,4.078003,0.6373835,0.2236568,0.054771,0.2335114,.,.,0.1254443,35.4051,3.730856,0.0012382,0.0004091,0.0004339,5.21e-05,0.000343,5.603327,1.631111,0.1465679,0.0075411,0.0008749,3.01e-05,0.1381217,0.0018317,.,.,.,.,.,.,.,.,.,0.0018317,.,.,.,0.0085138,0.0085138,.,.,.,.,7.180497,27.11702,27.11523,0.001604,0.0001943,1.310123,20.75928,13.88045,4.371589,1.343546,1.163698,15.81589,10.84799,0.002194,.,4.436378,0.5293268,651.0145,160.7388,5.459626,3.142336,0.5250975,1.792193,3.385185,17.46795,7.494336,3.429623,1.367692,0.7260861,0.7279007,0.6079442,2.513836,8.379269,2.017209,.,2.017209,20.19234,13.86742,3.057168,3.949207,33.4362,.,0.6331388,1.235998,1.221625,1.772348,6.366392,0.7163768,.,8.388039,0.8505611,5.061173,2.476305,4.87726,10.87823,5.198925,107.3871,7.275919,0.0553698,0.9136465,1.34708,4.959822,7.292715,.,.,.,.,1.045177,5.217925,0.9499719,0.5561961,0.1097592,0.024246,.,0.2597705,.,0.0796408,.,.,.,.,.,.,11.33094,0.4724826,1.247588,3.690179,.,.,.,5.920692,.,255.3931,1.211396,33.67958,124.1731,71.55786,35.3001,36.25776,3.521016,21.25011,20.61655,10.75202,4.761704,5.102819,32.90997,5.052547,6.817406,2.22193,0.5997558,2.264066,1.731654,0.0307114,1.337925,0.7161294,0.020313,0.5263201,0.0082054,18.40041,21.00786,19.4559,0.0649791,3.863109,15.52781,.,0.1110954,1.440866,.,.,12.4335,2.26425,0.556586,0.9675998,.,.,0.7400642,6.995745,0.6900312,0.0695054,0.097207,3.650701,0.1088817,2.379419,.,0.1691907,53.69298,30.30303,5.014024,0.3448379,2.615341,0.9078492,12.16693,5.844238,.,3.409805,23.38995,7.151061,15.7447,0.4941907
Samoa,175,922.4102,100.2743,23.09816,3.91145,1.209691,1.078917,0.0248925,0.0690095,.,.,0.0368723,.,7.824309,0.4991281,0.3086522,0.0649877,0.078015,0.0474732,2.069741,0.3350086,0.8285365,0.018941,0.7240554,0.0162603,0.0692797,0.997046,.,.,.,.,.,.,.,0.424039,.,0.573007,.,.,.,0.0169936,0.0169936,.,.,.,1.719719,3.686537,52.63588,52.59106,0.0427654,0.0020482,3.157193,16.85412,9.873734,3.085916,2.493634,1.400839,4.528966,4.42091,0.0222232,.,0.0105933,0.0752395,761.5521,105.3044,4.334674,1.263248,1.880055,1.191371,2.002632,12.62834,7.879101,5.955637,3.487323,0.4073773,1.056281,1.004656,3.629308,8.298302,2.063919,1.7905,0.273419,4.973018,4.606636,1.488501,2.850928,4.197506,0.6281017,0.7235136,1.55211,2.134402,1.169511,0.7276161,1.562779,0.1715311,7.065196,0.3779012,5.241614,1.445681,4.916533,19.74464,0.8355032,79.47644,8.556398,0.0385078,0.0002201,0.75018,7.76749,1.155075,.,.,.,.,.,0.5687984,0.5833508,0.3230977,0.0330266,0.0139774,.,0.2132491,.,0.0029255,.,.,.,.,.,.,40.4723,36.23474,2.141213,0.9850647,0.0855374,.,.,1.025743,.,352.5704,8.631716,22.90578,166.9875,120.5719,43.96806,76.60389,11.34469,22.12876,65.94383,40.69738,19.26766,5.978782,35.92177,5.737311,17.21781,8.894465,1.362834,2.753875,4.206633,1.316486,0.1921132,2.191888,0.8137102,2.607892,1.075636,4.768928,53.19914,46.61643,0.0474163,24.53477,22.03425,.,0.2171619,6.349648,.,0.0159039,6.734686,1.136371,0.1947765,.,.,.,0.9415946,9.926953,0.6234679,0.0075289,0.4155176,4.267926,0.4129207,4.199591,.,0.318798,60.58378,42.32146,20.5384,0.9815257,3.14366,1.59042,5.781761,2.549398,.,7.736294,18.26232,10.72958,7.53274,.
Sao Tome and Principe,139,1149.442,425.4907,229.3951,36.09081,1.024487,0.7991517,0.0455232,0.1177272,.,.,0.0620851,62.14951,45.82722,6.091305,0.4479235,0.0221552,1.205113,4.416113,8.258128,2.392115,3.228414,0.038051,2.555321,0.0724417,0.5625995,49.89276,42.17448,.,.,5.98306,.,.,.,0.5597616,.,.,.,0.9827539,0.1927001,0.3854567,0.3854567,.,.,.,.,14.05486,123.4458,123.3408,0.0988412,0.0061471,10.13389,42.45159,17.0258,14.04034,8.642372,2.743083,20.0644,19.11482,0.1104711,.,0.0563455,0.782759,665.6254,122.012,1.276438,0.6553535,0.1433691,0.4777154,2.956354,19.46125,10.26403,1.941919,0.5633979,0.2201316,1.036643,0.121747,4.558479,15.17917,0.6290615,0.2647777,0.3642837,8.468988,15.21648,2.000109,2.113934,7.555223,0.132992,0.704071,4.232448,1.811987,2.783519,0.9638147,0.327839,0.1632174,4.452733,0.1412111,2.887893,1.423629,3.253591,11.5644,1.228108,14.13898,8.860418,0.0699425,3.972215,1.798046,3.020216,2.18851,.,.,.,.,.,1.663021,0.5220465,0.4738311,0.0092003,0.0044892,.,0.0345258,.,0.0034421,.,.,.,.,.,.,21.2223,17.51274,1.193915,1.97706,0.0513055,.,.,0.4872876,.,247.1828,6.984309,5.319119,98.82093,104.9909,52.64256,52.34836,5.669301,25.39818,92.48219,63.39092,21.0804,8.010872,100.957,8.254168,62.57127,26.45661,9.456784,17.70723,8.95064,2.148885,1.143282,11.0274,1.113886,2.555341,3.330564,8.812193,43.68969,36.0507,0.0142737,10.46111,25.57532,.,0.0697735,7.243816,.,0.3254012,1.872794,0.7431719,0.249668,.,.,.,0.4935038,8.772892,1.069188,0.0551674,0.1311139,2.475669,0.3125989,4.729155,.,0.2745638,58.32586,46.99815,16.61195,1.351206,12.77614,1.17279,3.801183,3.609683,.,7.67519,11.32771,2.693006,8.634705,.
Saudi Arabia,20764,793.8612,96.76758,20.27096,9.726423,0.277957,0.2635079,0.0027415,0.0078062,.,.,0.0039013,0.2966606,4.260425,0.1148552,0.0075514,0.0033625,0.0722224,0.0317189,1.467428,0.5576041,1.467679,0.0189724,1.195788,0.0297566,0.2231621,1.056434,.,.,.,0.8422063,0.0699504,.,.,.,0.0416266,0.0159639,.,.,0.0866867,0.0108644,0.0108644,.,.,.,0.0445201,0.9901124,57.05961,57.026,0.0201408,0.01347,0.6434326,17.68828,8.828946,4.083812,1.703908,3.071618,1.105297,1.044644,0.0166086,.,0.0122366,0.0318083,619.5203,68.42026,2.159263,0.7505121,1.042457,0.3662936,2.01999,4.289457,6.970701,6.149115,3.110056,0.9540583,1.137002,0.9479986,2.636009,4.989742,0.4132273,0.1250299,0.2881975,4.528144,0.8851984,0.8665795,1.27329,3.280534,0.1322593,1.631679,1.776419,1.242965,2.69541,0.4071496,2.415935,0.1890957,6.787035,1.181886,4.818676,0.7864735,4.474861,6.206204,1.755956,33.48244,4.955305,0.0178276,0.4815613,0.2141995,4.241717,1.110213,.,.,.,.,.,0.3078876,0.8009473,0.5856873,0.0324164,0.0147225,.,0.1681211,.,0.0013784,.,.,.,.,.,.,43.78989,39.31295,2.543367,1.222149,0.0988469,.,.,0.6125768,.,342.9967,1.873282,3.255842,209.51,106.8697,68.321,38.54872,6.741595,14.74626,28.04286,19.58941,5.014115,3.439333,29.17133,1.728943,21.24183,10.31171,3.513911,1.75792,5.658294,0.5010554,0.0279032,1.504829,0.1380716,1.680467,0.8610609,1.487165,48.26928,42.94183,0.0144067,18.3169,24.61053,.,0.0309065,5.284601,.,0.0119438,5.107181,0.6002344,0.0833266,.,.,.,0.5169078,11.31808,0.4120169,0.0082316,0.5139228,3.847023,0.0850593,6.451822,.,0.5005964,77.57332,64.91307,29.08709,1.394962,11.08113,4.048623,5.744597,5.337447,.,8.219231,12.66024,3.409218,8.3175,0.9335239
Senegal,9884,1538.955,683.9311,396.7408,58.7558,3.193575,2.773302,0.0851658,0.220432,.,.,0.1146743,17.12816,153.3295,30.89603,0.7498959,0.0805034,25.9048,4.160829,42.44155,1.6959,7.454979,0.0799514,5.603842,0.1656761,1.605509,65.44423,43.47064,.,.,17.01283,0.3029862,.,.,2.560555,0.0144294,0.0073217,.,1.034128,1.041347,0.1994041,0.1994041,.,.,.,0.8458754,15.3558,159.9265,159.6921,0.2095166,0.0249065,24.28095,74.26946,32.5533,24.04476,14.55098,3.120429,28.7134,26.84148,0.176465,.,0.0695559,1.625897,731.1396,71.92785,1.580459,1.044813,0.0949191,0.4407271,0.5156215,5.232521,2.780687,12.8678,7.73722,1.121673,2.226017,1.782892,0.9748732,1.445871,1.193399,0.7599056,0.4334932,5.327022,11.99236,0.4957494,1.643585,6.811866,0.3895996,0.8712765,2.890867,0.3383545,0.3346205,0.4086541,1.031582,0.2047546,2.871998,0.4601654,2.067392,0.34444,1.011749,8.712582,1.750995,33.942,16.22419,0.0252533,9.99951,3.302745,2.896679,2.936051,.,.,.,.,.,1.886432,1.045555,0.9365043,0.0192058,0.0104006,.,0.0794439,.,0.0040636,.,.,.,.,.,.,39.0314,32.58904,2.102891,3.395338,0.1114112,.,.,0.8327189,.,365.7819,6.416516,11.01852,207.285,108.9152,52.37947,56.53572,5.700877,26.44573,54.47407,35.14029,15.04239,4.291388,86.68637,11.63838,37.27402,19.31006,3.973574,8.406373,5.584003,3.635913,1.255138,15.09483,1.364048,2.28783,3.738403,10.39781,37.1596,25.76816,0.0196795,7.32776,18.42072,.,0.1057261,10.87501,.,0.4106985,4.635942,1.12086,0.2409188,.,.,.,0.8799413,14.64619,3.192938,0.0902044,0.2060509,4.140177,0.3324835,6.684334,.,0.8222646,123.8838,98.235,32.59582,3.279819,20.442,7.2067,9.180575,6.07646,.,19.45362,25.64882,13.9952,10.62724,1.026388
Serbia,9488,843.2083,31.33732,8.092805,3.769397,0.0257547,0.0064554,0.0036094,0.0092048,.,.,0.0064851,0.5828976,0.2448206,0.092239,.,0.0003188,.,0.0919202,0.4595155,1.867817,0.2357273,0.0140429,0.1678803,.,0.0538041,0.1303213,.,.,.,.,2.15e-05,.,.,.,0.1302998,.,.,.,.,0.0002639,0.0002639,.,.,.,.,0.6840508,10.63519,10.62643,0.0087456,9.36e-06,0.1781902,12.09084,6.900033,3.643715,1.031832,0.5152605,0.3402951,0.0593648,0.0009813,.,0.2184193,0.0615297,772.6508,151.5715,4.310684,2.029702,0.1779082,2.103074,2.347536,11.46647,18.6702,6.589867,1.157061,2.573096,2.481202,0.3785076,6.154923,33.47765,3.030115,1.856544,1.173571,14.21262,5.290415,1.980876,2.626746,4.879878,0.5119404,3.161401,4.223341,6.181528,2.958589,4.173826,0.6491457,0.2056184,3.836086,0.6307946,2.175424,1.029867,4.39891,6.233163,1.752421,20.17931,1.085066,0.0135914,0.0241773,0.2811916,0.7661056,3.970016,.,.,.,0.0177466,0.17963200000000001,3.088472,0.6774391,0.4944501,0.0051392,0.0143766,.,0.1634732,.,0.0067262,.,.,.,.,.,.,8.258015,1.435857,2.238191,1.471357,0.7638259,.,.,2.348785,.,500.861,1.317074,7.786579,155.2976,143.5227,82.95529,60.56743,150.455,42.48208,36.59646,24.95146,5.807928,5.837074,25.66082,4.005046,8.351979,1.52591,2.300137,3.043656,1.482276,0.2070919,0.0710363,1.832886,0.260094,1.108149,2.134706,7.689828,14.55709,12.96192,0.0159385,3.743961,9.202022,1.277331,0.0154454,0.3015115,.,0.0008809,0.4469065,0.9587921,0.1659982,.,.,.,0.7927939,6.577432,0.186847,0.0046391,0.4070271,3.760484,0.1748953,2.043539,0.024166,0.1517938,39.2202,19.39989,8.957038,0.5753785,1.589117,0.8392874,1.675592,0.5687359,0.1024889,5.092251,19.82031,16.83626,2.4058,0.5782434
Seychelles,81,813.7528,95.99695,23.27581,2.920054,0.227757,0.088839,0.0272059,0.0767849,.,.,0.0349271,5.332245,2.439604,0.388742,0.0020035,0.0011966,0.0129674,0.3725745,5.07055,0.6097372,1.184752,0.0298995,1.03169,0.027433,0.0957289,0.2187338,.,.,.,.,.,.,.,.,.,0.2187338,.,.,.,0.0139447,0.0139447,.,.,.,0.2350691,4.634625,56.93507,56.91753,0.0136385,0.0038987,1.575784,12.00813,6.909855,2.410997,1.50678,1.180502,2.202146,1.249647,0.047316,.,0.045908,0.8592748,652.4568,156.467,14.59829,8.020393,2.184646,4.393252,5.928777,7.251657,16.11733,5.016587,1.453623,1.120489,1.867054,0.5754203,6.091973,17.97596,1.637319,0.9657579,0.6715614,11.29682,8.737009,1.156027,3.870877,17.74578,0.162085,2.165176,4.458022,5.338985,1.625937,5.096622,0.3604812,0.1694409,6.776071,0.8804172,4.474385,1.421269,7.865373,5.024395,0.5568287,16.88678,7.629813,0.3058585,0.0039272,5.49788,1.822147,2.822488,.,.,.,.,.,1.61046,1.207091,0.8194557,0.0482309,0.0322873,.,0.307117,.,0.0049376,.,.,.,.,.,.,35.2815,31.10771,2.046973,1.219202,0.2354111,.,.,0.672196,.,288.9641,2.6178,73.74739,134.1982,55.11909,19.72857,35.39052,10.8449,12.43668,34.50091,23.15671,9.991948,1.352259,53.17854,10.6247,24.12679,7.939427,4.38979,6.112173,5.685399,2.345324,0.3622714,9.246905,0.3093059,0.8325365,2.602308,2.728397,46.24537,37.32603,0.0849187,21.55186,15.68926,.,0.3617256,8.539718,.,0.0178914,0.7974137,0.2863387,0.0030188,.,.,.,0.2833199,8.628515,0.3107409,0.0017228,0.16503,4.95314,0.2104465,2.987434,.,0.2111572,65.29912,49.1614,14.62511,0.8247189,6.327054,5.167674,13.865,1.920711,.,6.431138,16.13772,9.379478,6.758241,.
Sierra Leone,4564,3157.763,1646.395,976.8643,178.1353,2.884377,2.001984,0.1800129,0.4577489,.,.,0.2446319,33.9105,336.2078,101.8992,2.091808,0.5959989,83.63138,15.57998,74.69786,2.470542,15.46108,0.1654411,12.00237,0.3100821,2.98319,201.9495,140.8369,.,.,39.46744,.,.,.,8.365497,0.0628008,0.0207718,.,7.954287,5.241834,3.061714,3.061714,.,.,.,1.64135,24.54505,376.8145,376.3003,0.4553647,0.0587982,134.5354,102.9564,45.89681,33.78721,18.36323,4.909156,55.22479,52.87197,0.1934737,.,0.0889702,2.070378,1292.464,80.37003,1.937557,1.300107,0.1901672,0.4472826,0.583075,3.643942,2.359982,20.26951,7.291463,2.496631,9.081243,1.400171,1.196602,1.308567,1.361994,0.856009,0.5059846,6.227644,10.89788,0.6623103,1.525083,13.39906,0.3237088,0.5145348,0.9419563,0.4351152,0.7255911,0.5806293,0.5624075,0.1598006,2.41981,0.2767694,1.722519,0.4205214,1.097975,7.235297,1.864493,54.25952,42.77284,0.0345653,33.54712,4.622522,4.568634,6.231414,.,.,.,.,.,4.181604,2.042235,1.844014,0.0372912,0.0182104,.,0.1427199,.,0.007575,.,.,.,.,.,.,54.18588,43.98448,2.741603,6.093367,0.1688067,.,.,1.197626,.,661.0207,14.5678,20.35648,350.2065,213.0958,96.66433,116.4315,11.02586,51.76829,94.07139,59.68874,27.77134,6.611317,206.8921,27.6813,118.0682,50.88439,20.77016,30.5621,15.85151,5.510819,2.754616,21.56885,1.993869,3.710021,6.586141,19.01828,57.0657,38.70916,0.0282842,10.96435,27.71652,.,0.1845976,17.23628,.,0.93567,6.615198,1.955558,0.4268126,.,.,.,1.528746,24.22699,6.054255,0.1491998,0.4303325,6.060011,0.5867412,10.94645,.,0.9318706,218.9039,159.5071,33.98698,6.29474,30.33929,13.96472,18.56966,22.53861,.,33.81307,59.39679,19.22532,15.95757,24.2139
Singapore,3914,509.0671,73.91214,7.938386,3.505136,0.1251202,0.0933085,0.0068742,0.0190734,.,.,0.0058642,.,0.5806685,0.0006476,.,0.0006476,.,.,0.4462155,1.070784,1.121827,0.0817625,0.6741925,.,0.3658716,0.0294664,0.0294208,.,.,.,.,.,.,.,.,4.56e-05,.,.,.,.,.,.,.,.,.,1.058521,63.81849,63.71416,0.1043218,1.52e-05,0.2144671,1.847726,1.289601,0.2579202,0.1275113,0.1726929,0.0930682,0.0630582,0.0002942,.,0.0012025,0.0285132,408.5075,138.2959,7.237135,1.200415,5.207621,0.8290983,4.108902,13.27079,21.91205,13.19657,9.518869,1.54231,1.372839,0.7625536,4.884398,31.23089,0.3979069,0.2013908,0.1965161,8.585632,3.415469,1.354961,2.298004,3.889542,0.05281,2.107455,1.812199,2.205172,1.130252,1.946858,0.9648335,.,4.87057,0.0012227,3.817926,1.051421,4.046845,3.376672,1.276315,12.00714,4.318148,0.1109416,0.0731775,1.029788,3.104241,0.2973273,.,.,.,.,.,0.1792968,0.1149925,0.093261,0.0033205,0.0012556,.,0.0171555,.,0.003038,.,.,.,.,.,.,3.056494,0.8880164,0.403966,0.6303605,0.0224155,.,.,1.111736,.,189.8829,1.072515,6.900497,113.0095,56.0778,32.89806,23.17974,4.880146,7.942402,25.67463,19.87105,2.915549,2.888029,9.750746,1.766706,3.20054,2.110141,0.3519873,0.3033788,0.4350329,0.1358357,0.0001395,0.529007,0.0022157,1.021569,0.3308892,2.763844,17.93309,7.870481,0.0065983,4.292595,3.571287,0.0677177,0.1320144,9.853865,.,0.0090113,1.216754,1.515055,0.2214303,.,.,.,1.293625,3.173323,0.1139592,0.0006898,0.0503887,1.753494,0.3072969,0.9474943,0.0391065,0.0705906,26.64748,12.68261,6.775441,0.1170458,4.113967,0.1173234,0.3988717,0.3140484,0.0441492,0.8017633,13.96487,11.66285,1.900559,0.4014599
Slovakia,5399,777.6862,36.76394,3.263654,0.817151,0.0362254,0.0120989,0.0052013,0.0134902,.,.,0.005435,0.0380165,0.3235807,5.15e-05,.,5.15e-05,.,.,0.5624746,0.4207677,0.2773612,0.0152797,0.2018952,.,0.0601863,0.0596225,.,.,.,.,.,.,.,.,0.0596225,.,.,.,.,3.64e-05,3.64e-05,.,.,.,.,0.7283667,27.10229,27.04772,0.0545461,2.1e-05,0.0768667,6.259301,4.581597,0.7151292,0.2034641,0.7591111,0.0618325,0.0450242,6.4e-05,.,0.0001492,0.0165951,690.6014,178.3118,9.18665,4.164398,0.315615,4.706637,4.167945,12.71128,26.13712,5.158051,0.943859,1.243426,2.713941,0.2568258,8.54416,33.92117,2.882364,2.638951,0.2434135,12.73117,3.719279,3.620621,4.154638,7.866751,0.3272522,5.485805,3.47196,5.424402,4.318301,3.33398,0.5909941,0.1799285,6.682537,0.9226508,3.329513,2.430372,5.355793,8.339632,0.8998744,10.91586,1.512435,0.0137372,0.0188032,0.3816089,1.098286,3.538077,.,.,.,.,0.1980964,2.141679,1.185164,0.7324231,0.0381061,0.0781693,.,0.3364652,.,0.0131383,.,.,.,.,.,.,7.744125,0.9407847,0.6965891,2.025154,0.6439401,.,.,3.437657,.,407.0734,1.778813,24.6307,254.9796,66.18216,40.62058,25.56158,3.828653,55.67351,17.71177,13.08484,1.538254,3.088683,41.17783,3.992892,20.57705,4.884431,4.12818,7.793486,3.770952,0.1760562,0.261018,1.847764,0.4890586,1.803078,3.637408,8.393507,14.79104,13.85452,0.0084609,4.423966,9.422093,0.2442741,0.033481,0.6581393,.,0.0006248,0.0382097,1.040511,0.289584,0.0686817,0.0164426,0.0642083,0.6015942,5.363485,0.1369105,0.0052723,0.1521163,2.413262,0.360818,2.295106,0.0178311,0.4651856,50.32081,35.06996,14.14801,0.6707762,7.799402,0.9641339,2.88248,1.441231,0.066573,7.097356,15.25085,12.7989,2.451948,2.77e-09
Slovenia,1988,613.8675,33.55429,4.27382,0.7136221,0.0266889,0.0244789,.,0.0013923,.,.,0.0008177,0.1886176,0.1769167,0.0725247,.,.,.,0.0725247,0.6454788,0.60706,0.2273098,0.0087684,0.159317,.,0.0592245,0.3438518,.,.,.,.,.,.,.,.,0.3438518,.,.,.,.,.,.,.,.,.,.,1.27175,24.50826,24.30779,0.2004665,.,0.1056083,4.223458,3.024399,0.7427244,0.4563349,.,0.4431423,.,.,.,0.2765241,0.1666182,519.1092,163.494,5.066557,1.37584,0.1341016,3.556615,2.905706,14.73704,21.37847,4.760855,0.8626468,1.083815,2.585187,0.2292068,7.93238,32.29831,3.376235,2.863281,0.5129543,13.44139,2.823678,2.69528,3.919513,8.087233,0.0905023,3.851136,3.363942,5.582969,3.649126,2.811921,0.5398481,0.7188072,7.01049,0.4180157,4.092454,2.50002,5.375707,7.076926,2.497299,16.09699,2.653915,0.0229574,0.028007,0.4690228,2.133928,6.419244,.,.,.,.,0.2975756,5.00901,0.8398096,0.5621371,0.020653,0.0343855,.,0.222634,.,0.0045497,.,.,.,.,0.2682996,.,7.483276,2.533565,1.321812,1.00012,0.7548229,.,.,1.872957,.,238.1877,2.657255,8.323617,109.9125,65.92839,35.37625,30.55213,28.25885,23.10703,24.78172,21.39375,1.478127,1.909843,43.84141,4.1338,26.94342,6.180042,5.235028,10.11509,5.41326,0.1029815,0.0704732,1.734163,0.4169445,1.249863,2.203409,6.986355,7.271198,5.999687,0.0062746,1.408684,4.584728,0.0725233,0.0438389,1.152498,.,0.0026513,0.6780185,1.200796,0.3834933,0.0266889,.,0.0283237,0.7622903,4.387809,0.0871703,0.0032194,0.2790196,2.060747,0.4047485,1.552905,.,0.1158022,61.20406,34.19293,14.00279,0.5363809,11.69328,0.3371876,1.126228,1.229004,0.0012031,5.266849,27.01114,25.98281,1.028329,.
