6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Bahrain,1425,487.6976,25.70693,6.516625,1.136165,0.0832,0.0514522,0.0057581,0.0184002,.,.,0.0075896,0.6509904,1.485256,0.0109043,0.0009076,0.0005445,0.0006052,0.0088469,0.5740506,0.457828,1.248733,0.0176554,1.037371,0.0331854,0.1605215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8694976,12.62005,12.61295,0.004266,0.0028351,0.1605458,5.580304,4.642561,0.3981788,0.0228364,0.5167279,0.8294054,0.5834857,0.0079378,.,0.0069517,0.2310302,439.4893,69.72236,2.370138,1.173944,0.4822004,0.7139937,1.673153,4.368527,4.684137,3.02767,1.252787,0.8857945,0.560565,0.3285233,3.137575,14.21767,0.6105975,0.3005552,0.3100423,5.27597,1.056604,0.8590071,1.296805,3.929539,0.0551393,1.762652,3.223804,1.885839,0.9436911,1.451027,0.9422344,0.674395,3.822542,0.6101029,1.607881,1.604557,2.900202,5.553444,1.957799,83.19162,10.27154,0.0518089,2.934556,1.983058,5.302114,1.502883,.,.,.,.,.,0.6198542,0.872745,0.6608702,0.0089981,0.0049207,.,0.197956,.,0.010284,.,.,.,.,.,.,37.1747,32.50585,2.619562,1.409994,0.0886459,.,.,0.5506442,.,158.2093,1.158041,5.46188,113.3668,22.73752,14.16521,8.572311,4.541401,10.94366,21.41961,15.13237,3.216935,3.070307,19.14439,2.368188,9.152836,3.597866,2.521155,0.7876123,2.246202,0.7597763,0.4851694,1.622676,0.1260381,1.195022,1.11454,2.320144,27.57647,21.20605,0.0102377,8.170139,13.02567,.,0.1344817,6.229645,.,0.0063003,2.265494,1.342989,0.4013237,.,.,.,0.9416657,5.589226,0.1730031,0.0011533,0.4176414,1.802688,0.8346102,2.36013,.,0.1209652,22.50133,15.9935,8.169324,0.2241735,2.124319,0.7213139,0.8337003,0.7586173,.,3.162052,6.507828,5.650482,0.7412005,0.1161459
Bangladesh,162952,720.2063,163.441,101.228,57.36837,1.189868,1.075412,0.0215464,0.0644025,.,.,0.0285067,0.6322467,25.95443,0.4907646,0.0427099,0.0017263,0.0320157,0.4143127,1.132497,0.9983321,2.793485,0.050432,1.934947,0.0656136,0.7424931,1.583948,0.0085473,.,.,.,0.1271721,.,.,0.2153206,0.0190376,0.6115443,.,.,0.602326,0.0956415,0.0344704,.,.,0.061171,0.2926669,8.695775,23.14533,23.09526,0.0302893,0.0197796,2.772708,29.6782,11.60916,8.628752,7.268265,2.172021,6.616762,5.360901,0.0186443,.,0.0997898,1.137427,512.6108,84.11433,13.94552,5.637227,0.2661217,8.042173,11.07432,5.125092,2.995199,2.675973,1.305593,0.7300332,0.3100493,0.3302979,0.7737064,11.96281,0.2582575,0.0935548,0.1647027,5.708201,5.36274,0.3120574,1.90625,0.7420099,0.1959229,0.7116928,1.088191,0.8049403,3.968351,1.735057,0.3299597,0.0812244,2.26632,0.2956907,1.462483,0.508147,1.442545,8.647987,1.384705,26.1199,2.993932,0.1150083,0.3551329,0.7201605,1.80363,1.543264,.,.,.,.,.,0.4694769,1.071685,0.7878026,0.02535,0.0145745,.,0.2439578,.,0.0021024,.,.,.,.,.,.,17.54165,13.57889,1.310211,2.039583,0.1096723,.,.,0.5032934,.,237.9213,5.208156,7.654881,109.3185,110.8856,61.07714,49.8085,1.370293,3.483901,77.70288,61.82073,13.26829,2.613853,33.5763,4.070248,19.20972,7.259576,3.607123,5.060266,3.282752,0.9359534,0.7307668,3.753556,0.5246353,0.7245406,1.559249,2.067636,19.80452,14.83436,0.0437631,5.448304,9.342291,.,0.4271693,4.159851,.,0.3831399,2.42227,0.455443,0.2646095,.,.,.,0.1908335,6.221788,0.1096325,0.0438588,0.0985538,2.519867,0.1376296,3.312246,.,0.8084822,44.1545,35.06128,14.42508,0.2916583,4.305193,1.239681,7.835367,0.6600258,.,6.304273,9.093226,6.08226,2.973703,0.0372634
Barbados,285,649.5887,92.5759,27.4069,0.5390279,0.102394,0.0299647,0.0155955,0.0405907,.,.,0.0162431,12.39864,1.297106,0.000157,.,0.000157,.,.,1.01302,5.430605,0.8785084,0.0266454,0.404483,.,0.44738,0.3742405,.,.,.,.,.,.,.,.,.,0.3742405,.,.,.,.,.,.,.,.,.,5.373208,51.55192,51.43681,0.1150809,3.17e-05,0.3306479,10.60627,3.438063,2.865227,2.295705,2.007272,2.680161,0.4148994,0.0005807,.,1.864911,0.3997691,522.8049,150.2019,3.805019,1.692512,0.3644652,1.748043,2.20065,5.553118,23.21568,2.974234,0.9998608,0.6719523,0.9505448,0.3518758,7.988243,8.909026,0.6633465,0.4976932,0.1656533,18.4025,4.772955,4.563331,2.920309,31.15984,.,3.673446,1.66351,0.7469889,1.249122,1.502344,0.7483562,0.1981599,10.66046,0.1401153,4.656571,5.863771,6.321303,6.309995,5.23802,53.34267,16.89397,0.0145352,0.779852,2.823158,13.27642,1.519421,.,.,.,.,0.2469058,0.9981156,0.2587738,0.1658043,0.011586,0.0098753,.,0.0715082,.,0.0156256,.,.,.,.,.,.,27.47843,17.71042,3.041038,2.159947,0.16213,.,.,4.404898,.,179.7467,0.1931527,12.98882,67.94824,62.39918,29.94193,32.45725,8.530405,27.68691,21.01337,10.41983,3.315851,7.277684,22.75419,2.635144,5.381357,1.526798,1.034267,2.203101,0.6171911,0.0896525,0.6561734,2.24313,0.5117458,0.6542895,0.8851754,9.697523,28.51728,13.05497,0.0035425,4.239792,8.811632,2.580241,0.1810431,12.64573,.,0.0553003,2.790562,4.581575,0.835651,0.3044015,0.0792263,0.1661166,3.19618,8.281521,0.1140556,0.0008832,0.3476348,3.435425,1.11398,3.269542,0.1364482,0.3088751,34.20785,24.60005,7.766974,0.1570282,1.442997,0.1725388,0.3247962,0.3636757,.,14.37204,9.607802,0.4435458,9.164256,.
Belarus,9480,718.5877,25.9482,17.26214,1.78982,0.0175022,0.0067662,0.0020597,0.0058968,.,.,0.0027794,13.72663,0.11159,0.0021314,0.0003379,0.0008678,7.69e-05,0.0008488,0.3650636,0.5251719,0.1950622,0.0120157,0.1540139,0.0054233,0.0236093,0.0853303,.,.,.,.,.,.,.,.,0.0755433,.,.,.,0.0097869,.,.,.,.,.,.,0.4438338,6.421388,6.409071,0.0117509,0.0005662,0.0511731,2.081433,1.268317,0.4344552,0.13419,0.2444706,0.1320708,0.0621624,0.0064558,.,0.0147205,0.0487321,622.985,119.358,5.660843,3.33556,0.1915422,2.133741,2.759074,13.14838,14.52799,2.668779,0.4737792,0.4507302,1.659608,0.0846618,5.340988,20.48921,2.099822,1.577261,0.522561,8.251496,2.354932,2.380925,3.148654,5.243444,0.2170164,4.002644,2.298728,2.946094,0.662005,2.051296,0.4417085,0.3949141,3.843223,0.5256508,1.927238,1.390335,4.418412,10.00737,0.2362036,2.43612,0.8488051,0.0198185,0.0357393,0.1899338,0.6033134,18.26023,.,.,.,.,.,10.0267,8.23168,6.806029,0.3252243,0.2016894,.,0.8987371,.,0.0018519,.,.,.,.,.,.,24.22427,18.67825,2.996873,1.231405,0.3764724,.,.,0.941267,.,406.5849,2.156589,7.481082,306.0158,79.36542,54.49611,24.86931,4.516964,7.049112,12.73713,11.19039,1.052067,0.4946824,28.45812,1.390763,17.93166,4.675274,2.852312,6.8724,3.53167,0.1927483,0.1062246,1.287131,0.2774369,0.7767073,3.239104,3.256349,5.721228,3.549437,0.0717477,0.9583792,2.51931,.,0.2856367,1.871894,.,0.01426,0.07694,0.2443382,0.1097237,.,.,.,0.1346145,3.553034,0.1628901,0.0027441,0.1663246,2.12214,0.1050618,0.9938732,.,0.2456778,69.65455,43.8084,10.64684,2.041399,8.67577,4.70988,6.847854,1.568402,.,9.318256,25.84615,21.35822,4.424445,0.0634898
Belgium,11358,398.5078,28.33133,7.417279,0.220772,0.0180779,0.0059758,0.0023681,0.0073281,.,.,0.0024058,0.3180948,1.210412,0.0099308,0.0080413,0.0001633,.,0.0017262,0.2658053,1.170902,0.5728359,0.0647998,0.0794416,.,0.4285945,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.630448,16.73438,16.65141,0.0719934,0.0109849,0.0837261,2.883207,1.209111,0.7183443,0.1744465,0.7813048,1.212731,0.7395444,0.0003303,.,0.4119311,0.0609251,333.4977,120.5104,3.397655,1.68083,0.1128615,1.603964,4.040594,3.477079,12.49865,4.092739,0.8453198,0.9855701,2.067617,0.1942324,7.341135,30.45476,2.378645,1.940209,0.4384365,11.04324,0.997745,1.623399,2.80158,5.467315,0.0903826,2.816236,3.634111,4.263658,0.62285,1.023633,0.3291366,1.11975,5.844345,0.2618728,3.424899,2.157573,4.594714,6.557043,5.412864,5.623307,5.099787,0.0128906,0.0863589,1.11631,3.884227,4.959883,.,.,.,0.0645803,0.1468728,2.590264,1.871371,1.111607,0.0241707,0.0697629,.,0.6658303,.,0.100176,.,.,.,.,0.1866196,.,33.12544,21.96367,3.590666,1.741411,0.6772118,.,.,5.152484,0.0155252,95.08326,0.8516903,1.751765,47.30511,21.98964,10.02028,11.96936,3.595987,19.58908,28.4347,22.70393,0.5416281,5.189139,19.93563,0.6784888,7.882402,1.512749,1.29198,4.523469,0.5542042,0.0504296,0.0464228,1.37638,0.3978623,1.046784,0.7861012,7.670756,8.617117,6.442502,0.0057198,1.713249,4.723534,0.0416449,0.0971855,2.025781,.,0.0100034,0.937587,2.135966,0.2063738,0.1462013,0.0153254,0.1981728,1.569893,3.248822,0.0545396,0.0007014,0.486538,0.8622041,0.6382197,1.206619,0.0519335,0.3054591,36.67878,19.73209,5.448904,0.1733463,5.895405,0.5168464,0.5748363,0.4055978,.,6.717158,16.94669,15.74198,0.8783305,0.3263835
Belize,367,945.3121,142.6962,64.07616,3.648372,0.3289515,0.2677776,0.0118241,0.0346994,.,.,0.0146504,53.30909,3.244197,0.0460184,0.0061588,0.0022015,0.0119859,0.0256722,1.142548,0.633556,0.3697596,0.0068378,0.2666251,0.0188416,0.0774551,0.4254922,.,.,0.2142663,.,.,.,.,.,.,0.2112259,.,.,.,0.032388,0.032388,.,.,.,.,0.8957851,57.83027,57.79783,0.0206927,0.0117545,0.706423,14.20339,7.038039,3.028358,1.460871,2.676122,5.879933,4.941312,0.0161265,.,0.0073452,0.915149,712.1035,138.8566,2.984309,1.796433,0.4053847,0.7824914,2.439132,10.0265,11.20859,12.86814,4.267771,2.622362,4.005702,1.972304,5.288762,18.67498,1.891009,0.5773812,1.313627,7.895052,8.27789,1.520683,1.744162,24.84451,0.0701095,2.182493,2.698534,2.857729,3.584378,2.739989,0.3981767,0.6002373,5.327131,0.611009,3.028368,1.687754,4.326485,4.407626,5.657511,85.67705,8.279092,0.0080019,0.59965,1.009149,6.662292,3.585761,.,.,.,.,.,2.889368,0.6945265,0.3936084,0.0475465,0.0230816,.,0.2302901,.,0.0018666,.,.,.,.,.,.,35.03939,28.95584,2.706487,1.962565,0.1072214,.,.,1.307277,.,288.1659,2.956156,24.81507,145.8849,74.94305,34.80967,40.13338,11.68792,27.87879,35.57546,25.6726,2.549603,7.353253,44.02353,3.27593,26.24932,6.827083,3.896891,11.4055,4.119848,0.6752338,0.9450492,4.242531,0.9658404,2.284862,1.008563,4.376199,54.35704,43.453,0.0298986,15.55288,27.87023,.,0.1742002,10.70503,.,0.0248081,4.263685,1.747853,0.5307987,.,.,.,1.217054,6.653124,0.2808221,0.0090944,0.4253851,2.715016,0.189287,3.033519,.,0.2214864,90.51239,52.37464,23.67764,0.628514,4.609994,1.821132,5.730737,3.268935,.,12.63769,38.13775,5.92008,32.21767,.
Benin,10872,1244.777,487.7723,246.2969,17.38497,1.342514,1.092621,0.0502321,0.1321214,.,.,0.0675392,28.66608,97.26722,3.244098,0.4136522,0.0361554,1.627029,1.167262,26.09456,1.325477,4.97778,0.0740767,3.99763,0.1188064,0.7872671,50.66907,41.16297,.,.,6.505917,.,.,.,1.5808,0.0075333,0.075143,.,0.8951422,0.4415657,0.4205975,0.4205975,.,.,.,1.168091,13.73647,142.5562,142.3983,0.1490279,0.0088978,14.34469,60.43256,24.63818,18.6253,13.83776,3.331332,24.14195,21.89337,0.1424294,.,0.072384,2.033767,641.552,69.23441,1.740011,1.024744,0.3644843,0.3507829,0.7645238,2.62942,3.917481,10.82291,5.358614,1.495892,2.851471,1.116935,2.015274,0.970276,0.9111361,0.5274765,0.3836596,10.65151,7.170946,0.9340771,2.201907,8.637165,0.1875815,0.7069699,0.9194235,0.5321576,0.5594976,0.5224393,0.4703062,0.0987869,2.53458,0.3677993,1.880164,0.2866166,1.09522,8.240814,3.497951,32.7876,19.68492,0.0106362,14.40082,2.092957,3.180511,4.386619,.,.,.,.,.,2.411366,1.970027,1.75132,0.0384011,0.0204335,.,0.1598722,.,0.0052263,.,.,.,.,.,.,34.39933,27.1957,1.851583,4.434813,0.1085587,.,.,0.8086753,.,297.8311,5.854952,13.19946,132.4136,109.7744,49.14278,60.63159,6.271184,30.3175,49.95671,33.78423,12.42578,3.746707,75.2958,8.279628,36.71408,16.96377,5.980214,8.436138,5.333958,2.973911,1.356381,11.28527,0.8798273,2.094677,3.942174,7.769841,33.90609,23.90224,0.0209896,6.324545,17.5567,.,0.101566,9.543033,.,0.3592542,4.272036,1.174201,0.2326964,.,.,.,0.9415048,14.17674,2.038452,0.115881,0.181336,4.471601,0.3956402,6.973829,.,0.9484922,115.4523,93.07595,36.68315,3.168183,16.12277,6.311292,7.550196,5.664688,.,17.57567,22.37631,15.65533,6.720982,.
Bhutan,798,790.2458,142.5301,73.70978,24.61375,1.12188,0.8585497,0.0502028,0.1418436,.,.,0.0712839,8.242319,16.25199,0.4586603,0.0240757,0.0033258,0.2496698,0.181589,2.939199,2.931234,3.913988,0.1873027,3.188304,0.0796429,0.4587385,1.354746,.,.,.,.,0.2173686,.,.,0.2720248,.,0.3843246,.,.,0.4810283,0.0525007,0.0525007,.,.,.,0.4540235,11.37549,36.99141,36.93952,0.0324893,0.0193927,2.30376,27.44445,12.31074,7.747262,5.839966,1.546485,2.080707,0.7327245,0.0252523,.,0.0604307,1.2623,580.051,83.96526,7.816912,2.929285,1.78282,3.104807,6.6134,18.16966,3.772661,5.74967,2.651269,1.358906,1.111184,0.628311,2.676057,6.99173,1.382052,1.146259,0.2357928,1.484563,3.245437,0.4010127,2.156544,0.503,0.1079,1.247753,1.340703,1.768614,2.352903,1.858141,1.45519,0.2323794,2.872311,0.418007,1.667619,0.7866854,3.550153,6.216512,1.480776,39.70473,3.579824,0.0189199,0.5145279,1.470376,1.576,3.842038,.,.,.,.,.,2.582243,1.250734,0.8701416,0.0665098,0.0413028,.,0.2727797,.,0.0090605,.,.,.,.,.,.,25.32362,17.41321,2.03728,4.2731,0.3236617,.,.,1.276377,.,245.741,8.298496,14.44389,147.5786,65.64001,29.79189,35.84812,3.270152,6.509909,80.00742,63.65736,12.3172,4.03286,48.16453,4.327251,26.63519,12.26676,4.735538,5.538512,4.094381,1.55005,0.7148864,7.319373,0.8204205,1.150324,2.861744,2.785295,35.57735,27.1094,0.07882,10.00833,17.02225,.,0.7536806,7.547223,.,0.1670472,2.086208,0.910594,0.4122065,.,.,.,0.4983876,8.972064,0.0725493,0.0189565,0.3017612,4.233308,0.2403917,4.105097,.,0.69552,67.66469,54.5506,15.07835,0.576578,17.5261,2.561704,4.892848,2.471215,.,11.4438,13.1141,11.55943,1.554664,.
Bolivia (Plurinational State of),10888,731.1674,145.7399,40.49077,9.941602,1.622567,1.512352,0.0211732,0.0587347,.,.,0.0303076,8.796292,9.014758,0.3523281,0.0590636,0.0058924,4.11e-07,0.2873717,1.915919,1.155727,0.8755084,0.0238654,0.6060241,0.029619,0.216,5.610003,0.0270429,.,4.705386,.,0.0002153,.,.,0.2497804,0.0468123,0.2261731,.,0.0509887,0.3036048,0.0435887,0.0435887,.,.,.,0.067111,1.095362,61.0482,61.01394,0.0333227,0.0009331,4.288069,29.54816,12.48653,10.18673,5.0928,1.782098,10.3647,9.126416,0.0274099,.,0.0199204,1.190952,495.1324,89.55705,2.140522,1.462221,0.2059109,0.4723903,0.6998458,6.409533,5.567225,3.446768,2.109333,0.3170908,0.5952339,0.4251098,2.246771,4.5496,2.149242,1.126991,1.02225,3.916213,10.7609,0.574813,2.690019,6.419241,0.2754583,2.445567,1.086165,1.897929,7.133637,0.2371622,1.267092,0.2740478,3.377055,0.2360618,2.223876,0.9171172,2.708339,17.28391,2.76827,32.9006,3.486818,0.0224249,0.5619631,0.7032528,2.199177,6.11419,.,.,.,.,.,4.091111,2.002177,1.395597,0.110383,0.0577299,.,0.4384672,.,0.0209025,.,.,.,.,.,.,25.50495,19.42737,1.981941,2.816339,0.243875,.,.,1.035421,.,180.5914,2.8896,8.249362,103.8249,51.97936,20.90778,31.07157,3.141538,10.50671,34.51899,25.20497,1.670478,7.64354,60.42202,6.122574,30.99574,11.43106,1.500057,12.02705,6.03757,2.313623,1.092834,6.260426,0.4330894,3.929754,4.519596,4.754379,45.08226,41.13093,0.0236543,14.40096,26.70631,.,0.08426,3.729979,.,0.1370934,0.6308162,1.663891,0.5923545,.,.,.,1.071537,11.71694,0.8651367,0.0123924,0.4743686,5.27346,0.3285511,4.763032,.,0.1742187,90.29502,63.22524,24.96913,2.012765,7.898746,2.436451,6.891729,4.217848,.,14.79857,27.06977,12.88899,14.18079,.
Bosnia and Herzegovina,3517,564.9989,15.46087,3.821748,2.091273,0.0102025,0.0054535,0.0008466,0.0026652,.,.,0.0012372,0.2324938,0.1322875,0.2625355,0.007078,0.0005203,0.2473603,0.0075769,0.2259036,0.2650375,0.1358763,0.0042825,0.1086386,0.0053087,0.0176466,0.1400752,.,.,.,.,0.0007728,.,.,.,0.1393025,.,.,.,.,.,.,.,.,.,.,0.3260631,5.7091,5.696531,0.0121181,0.0004509,0.1092644,5.707595,3.59699,1.083946,0.5155448,0.5111141,0.113167,0.0434507,0.0057816,.,0.0079105,0.0560241,520.2804,114.9458,1.553606,0.846713,0.1533833,0.5535101,1.477714,7.801824,12.21774,7.608315,2.007379,2.850133,2.101613,0.6491905,6.331109,29.11744,1.663928,0.9867185,0.6772094,7.844913,1.629089,1.403214,2.745542,5.153768,0.3379335,1.877287,3.420551,3.516839,2.26643,2.880071,0.468758,0.0649431,2.690824,0.4357762,1.688354,0.5666942,2.178537,8.695414,1.857046,36.51419,1.240186,0.0060446,0.0286563,0.4332387,0.7722467,3.189114,.,.,.,.,.,2.620709,0.5676748,0.4649047,0.0091373,0.0081973,.,0.0854355,.,0.0007308,.,.,.,.,.,.,29.98843,23.97808,3.499182,1.255548,0.5239142,.,.,0.7317089,.,277.8239,1.067749,4.765167,146.9684,93.72783,72.058,21.66984,11.18376,20.11104,19.889,17.93007,1.021841,0.9370941,19.58045,1.800282,9.888061,1.768128,1.620509,4.591648,1.907776,0.2492219,0.0962022,2.289774,0.2814686,1.125865,1.552062,2.297512,10.33246,9.646057,0.0099867,3.277821,6.358248,.,0.0211029,0.6597735,.,0.0055263,0.2339212,0.7481934,0.2643679,.,.,.,0.4838255,3.901557,0.1412671,0.0019167,0.2542586,2.136648,0.1152473,1.252219,.,0.0361815,29.25755,20.18889,12.28201,0.3741027,2.022539,0.7916424,0.6490247,0.7627664,.,3.3068,9.068664,6.399918,2.668747,.
Botswana,2250,1092.55,386.6263,268.6636,33.4117,1.263151,1.056659,0.0388512,0.1162459,.,.,0.0513954,191.8435,32.4553,0.5801591,0.0045548,0.0016785,0.3075791,0.2663467,3.831086,0.3412604,0.4692486,0.0037582,0.3887036,0.0153176,0.0614692,1.574664,0.2432667,.,.,1.005303,.,.,.,0.3260942,.,.,.,.,.,0.0078824,0.0078824,.,.,.,0.0243112,2.861268,71.68744,71.65223,0.0191203,0.0160908,3.107665,38.14931,18.21187,10.87202,6.577116,2.488313,5.018308,4.077632,0.0241652,.,0.0097203,0.9067912,637.6066,80.49467,4.174365,2.261424,0.5061971,1.406744,8.41211,0.952943,3.023618,3.314019,0.9398603,0.6771514,1.496696,0.2003106,1.025689,3.865737,4.253148,1.264829,2.988319,5.23248,9.312121,0.8596742,1.290625,4.330999,0.167895,0.7732152,0.5330733,0.6917491,0.5016608,1.326617,0.4887678,0.2512571,5.614405,0.5929428,3.855838,1.165624,1.368816,18.72969,3.226461,87.16342,7.532359,0.0025186,0.036917,1.947679,5.545244,3.680153,.,.,.,.,.,1.859014,1.816115,1.440559,0.0487853,0.0198356,.,0.3069351,.,0.0050251,.,.,.,.,.,.,38.96068,28.40601,1.979935,7.252666,0.0963989,.,.,1.225662,.,287.3312,3.847057,32.1404,131.7234,91.56189,43.79936,47.76253,11.85656,16.20191,58.68604,43.31928,11.69642,3.670334,31.22213,4.112464,11.64351,3.203873,2.168795,4.361554,1.909286,0.6631626,1.491819,4.715765,1.914533,2.156052,0.7308747,3.793954,23.74846,20.06893,0.0379854,6.335041,13.6959,.,0.0428533,3.506317,.,0.1303565,4.333963,1.825793,0.8387869,.,.,.,0.9870061,9.151566,0.3145144,0.0558109,0.8788808,2.418757,1.032888,4.450714,.,0.2496905,68.31753,45.37999,23.44283,1.155988,3.402883,4.260157,2.763269,3.094695,.,7.260165,22.93754,11.50569,11.3893,0.042548
