6,Population ('000) (2)   ,All Causes   ,"Communicable, maternal, perinatal and nutritional conditions   ",A. Infectious and parasitic diseases  , 1. Tuberculosis , 2. STDs excluding HIV ,  a. Syphilis,  b. Chlamydia,  c. Gonorrhoea,  d. Trichomoniasis,  e. Genital herpes,  f. Other STDs, 3. HIV/AIDS , 4. Diarrhoeal diseases , 5. Childhood-cluster diseases ,  a. Whooping cough,  b. Diphtheria,  c. Measles,  d. Tetanus, 6. Meningitis , 7. Encephalitis , 8. Hepatitis ,  a. Acute hepatitis A,  b. Acute hepatitis B,  c. Acute hepatitis C,  d. Acute hepatitis E, 9. Parasitic and vector diseases ,  a. Malaria,  b. African Trypanosomiasis,  c. Chagas disease,  d. Schistosomiasis,  e. Leishmaniasis,  f. lymphatic filariasis,  g. Onchocerciasis,  h. Cysticercosis,  i. Echinococcosis,  j. Dengue,  k. Trachoma,  l. Yellow fever,  m. Rabies, 10. Intestinal nematode infections ,  a. Ascariasis,  b. Trichuriasis,  c. Hookworm disease,  d. Food-bourne trematodes, 11. Leprosy , 12. Other infectious diseases ,B. Respiratory Infectious   , 1. Lower respiratory infections , 2. Upper respiratory infections , 3. Otitis media ,C. Maternal conditions  ,D. Neonatal conditions  , 1. Preterm birth complications , 2. Birth asphyxia and birth trauma , 3. Neonatal sepsis and infections , 4. Other neonatal conditions ,E. Nutritional deficiencies  , 1. Protein-energy malnutrition , 2. Iodine deficiency , 3. Vitamin A deficiency , 4. Iron-deficiency anaemia , 5. Other nutritional deficiencies ,Noncommunicable diseases   ,A. Malignant neoplasms  , 1. Mouth and oropharynx cancers ,  a. Lip and oral cavity,  b. Nasopharynx,  c. Other pharynx, 2. Oesophagus cancer , 3. Stomach cancer , 4. Colon and rectum cancers , 5. Liver cancer ,  a. Liver cancer secondary to hepatitis B,  b. Liver cancer secondary to hepatitis C,  c. Liver cancer secondary to alcohol use,  d. Other liver cancer, 6. Pancreas cancer ," 7. Trachea, bronchus, lung cancers ", 8. Melanoma and other skin cancers ,  a. Malignant skin melanoma,  b. Non-melanoma skin cancer, 9. Breast cancer , 10. Cervix uteri cancer , 11. Corpus uteri cancer , 12. Ovary cancer , 13. Prostate cancer , 14. Testicular cancer , 15. Kidney cancer , 16. Bladder cancer , 17. Brain and nervous system cancers , 18. Gallbladder and biliary tract cancer , 19. Larynx cancer , 20. Thyroid cancer , 21. Mesothelioma ," 22. Lymphomas, multiple myeloma ",  a. Hodgkin lymphoma,  b. Non-Hodgkin lymphoma,  c. Multiple myeloma, 23. Leukaemia , 24. Other malignant neoplasms ,B. Other neoplasms  ,C. Diabetes mellitus  ,"D. Endocrine, blood, immune disorders  ", 1. Thalassaemias , 2. Sickle cell disorders and trait , 3. Other haemoglobinopathies and haemolytic anaemias ," 4. Other endocrine, blood and immune disorders ",E. Mental and substance use disorders  , 1. Depressive disorders ,  a. Major depressive disorder,  b. Dysthymia, 2. Bipolar disorder , 3. Schizophrenia , 4. Alcohol use disorders , 5. Drug use disorders ,  a. Opioid use disorders,  b. Cocaine use disorders,  c. Amphetamine use disorders,  d. Cannabis use disorders,  e. Other drug use disorders, 6. Anxiety disorders , 7. Eating disorders , 8. Autism and Asperger syndrome , 9. Childhood behavioural disorders ,  a. Attention deficit/hyperactivity syndrome,  b. Conduct disorder, 10. Idiopathic intellectual disability , 11. Other mental and behavioural disorders ,F. Neurological conditions  , 1. Alzheimer disease and other dementias , 2. Parkinson disease , 3. Epilepsy , 4. Multiple sclerosis , 5. Migraine , 6. Non-migraine headache , 7. Other neurological conditions ,G. Sense organ diseases  ,H. Cardiovascular diseases  , 1. Rheumatic heart disease , 2. Hypertensive heart disease , 3. Ischaemic heart disease , 4. Stroke ,  a. Ischaemic stroke,  b. Haemorrhagic stroke," 5. Cardiomyopathy, myocarditis, endocarditis ", 6. Other circulatory diseases ,I. Respiratory diseases  , 1. Chronic obstructive pulmonary disease , 2. Asthma , 3. Other respiratory diseases ,J. Digestive diseases  , 1. Peptic ulcer disease , 2. Cirrhosis of the liver ,  a. Cirrhosis due to hepatitis B,  b. Cirrhosis due to hepatitis C,  c. Cirrhosis due to alcohol use,  d. Other liver cirrhosis, 3. Appendicitis , 4. Gastritis and duodenitis , 5. Paralytic ileus and intestinal obstruction , 6. Inflammatory bowel disease , 7. Gallbladder and biliary diseases , 8. Pancreatitis , 9. Other digestive diseases ,K. Genitourinary diseases  , 1. Kidney diseases ,  a. Acute glomerulonephritis,  b. Chronic kidney disease due to diabetes,  c. Other chronic kidney disease, 2. Benign prostatic hyperplasia , 3. Urolithiasis , 4. Other urinary diseases , 5. Infertility , 6. Gynecological diseases ,L. Skin diseases  ,M. Musculoskeletal diseases  , 1. Rheumatoid arthritis , 2. Osteoarthritis , 3. Gout , 4. Back and neck pain , 5. Other musculoskeletal disorders ,N. Congenital anomalies  , 1. Neural tube defects , 2. Cleft lip and cleft palate , 3. Down syndrome , 4. Congenital heart anomalies , 5. Other chromosomal anomalies , 6. Other congenital anomalies ,O. Oral conditions  ,P. Sudden infant death syndrome  ,Injuries   ,A. Unintentional injuries  , 1. Road injury , 2. Poisonings , 3. Falls ," 4. Fire, heat and hot substances ", 5. Drowning , 6. Exposure to mechanical forces , 7. Natural disasters , 8. Other unintentional injuries ,B. Intentional injuries  , 1. Self-harm , 2. Interpersonal violence , 3. Collective violence and legal intervention 
Egypt,95689,928.828,60.99127,12.61589,0.3871264,0.2360884,0.2274658,0.0014857,0.0048431,.,.,0.0022938,0.3486732,4.77033,0.6483616,0.0144234,0.0034941,0.0976844,0.5327597,1.301965,1.0453,1.1132,0.0346072,0.9238292,0.0269925,0.1277708,0.9093394,.,.,.,0.8522944,0.0002711,.,.,0.0054291,0.0084075,0.0052893,.,.,0.0376479,0.0034205,0.0034205,.,.,.,0.0537936,1.798288,28.17997,28.16109,0.0187745,0.0001102,0.9433965,17.59809,9.346179,4.249819,1.776673,2.225419,1.653923,1.416728,0.0454296,.,0.0454884,0.1462772,826.6719,117.5786,1.947085,1.093251,0.216863,0.6369711,2.15782,2.44253,4.23311,27.36664,1.963403,20.2037,3.344351,1.855182,3.823963,7.585402,0.3745223,0.0990709,0.2754513,11.00656,0.5690807,0.6857293,2.795579,3.082867,0.1419091,2.069688,7.779813,5.990505,1.175698,1.065476,1.339371,0.2673398,7.777088,0.9654616,6.045232,0.7663941,5.189448,16.71133,5.242853,27.30554,6.434076,0.0610017,0.6574605,0.6239983,5.091615,0.5928885,.,.,.,.,.,0.2375294,0.3522669,0.3324794,0.0028879,0.0017294,.,0.0151703,.,0.0030922,.,.,.,.,.,.,41.07941,36.09161,3.326162,0.6822294,0.1203852,.,.,0.8590266,.,412.2572,2.093842,11.6091,271.6888,101.0465,63.81833,37.2282,5.787,20.03198,41.96006,28.70396,8.792684,4.463414,132.0788,2.487577,116.0806,6.858298,78.46363,8.727792,22.03084,0.5624062,0.1043608,3.840992,0.3326298,4.355288,1.448719,2.866312,30.74429,29.87092,0.0119059,11.6153,18.24372,.,0.0512134,0.7273398,.,0.0948138,0.1616529,0.285709,0.1299894,.,.,.,0.1557196,10.55334,0.298087,0.0208437,0.322937,4.300373,0.2274378,5.383657,.,0.3974098,41.16486,31.27644,16.17371,0.222032,5.672394,2.18216,1.867938,1.064911,.,4.093299,9.888419,4.421278,5.133451,0.33369
El Salvador,6345,665.356,71.85326,22.53236,1.25174,0.1082123,0.0626003,0.0088295,0.02449,.,.,0.0122926,12.02755,4.975838,0.2186981,0.020593,0.0029401,5.61e-07,0.1951645,1.92312,0.4047751,0.1464818,0.0050637,0.1119101,0.0080351,0.0214728,0.465688,.,.,0.3008403,.,0.0003197,.,.,0.1038981,0.0023681,0.0446212,.,.,0.0136407,0.0106095,0.0106095,.,.,.,0.006647,0.9930089,33.19622,33.17421,0.0218715,0.0001452,0.7571784,10.12952,5.487511,2.11113,1.059051,1.471832,5.237966,5.179358,0.0212226,.,0.0142855,0.0230998,491.2668,106.5056,1.598048,0.4837397,0.1412551,0.9730532,1.386444,14.67543,5.806872,7.810924,2.531359,3.000159,1.238823,1.040582,4.13208,5.805228,0.9659355,0.1807078,0.7852277,5.250948,6.832648,3.225144,1.697598,6.963432,0.1109528,1.184791,0.7660496,3.295498,1.776899,0.6886518,0.5663765,0.1862759,1.96993,0.3025084,1.459033,0.2083885,4.76086,25.04855,0.0874582,36.89837,1.794371,0.0112936,0.2160617,0.4068637,1.160152,19.07322,.,.,.,.,.,18.53682,0.5131652,0.3405936,0.028607,0.0171961,.,0.1267685,.,0.0232386,.,.,.,.,.,.,33.54137,29.41657,1.969812,1.299548,0.1285288,.,.,0.7269174,.,150.3968,0.7873575,8.348404,106.3985,22.46346,8.945104,13.51836,2.335537,10.0636,18.59752,14.02353,2.506413,2.067569,41.40854,4.195261,27.55451,6.582419,5.741869,10.43908,4.791141,1.19334,0.3163767,1.717507,0.2068152,1.48969,1.460165,3.274878,71.06965,66.42637,0.0159688,25.51076,40.89964,.,0.0475086,4.550019,.,0.045752,1.605927,1.726372,0.2730394,.,.,.,1.453332,8.085114,0.5424813,0.0059417,0.180569,4.759483,0.081058,2.515581,.,0.4765279,102.2359,42.65738,18.30421,0.2305981,8.283586,0.9863409,6.127539,0.6118422,.,8.113268,59.57848,13.54445,46.03403,.
Equatorial Guinea,1221,1369.423,523.2916,292.0379,26.22282,2.162343,1.795294,0.0701867,0.1969336,.,.,0.0999289,103.2172,46.41606,23.67446,0.2287485,0.3463433,20.74454,2.354821,20.79082,1.025701,3.835122,0.0615238,3.136103,0.138348,0.4991474,53.42035,45.69865,.,.,3.298811,.,.,.,2.125231,.,0.0262594,.,1.642054,0.6293479,0.3412201,0.3412201,.,.,.,0.2850619,10.64674,131.3109,131.2504,0.0340079,0.0265217,10.77133,55.79898,23.16369,21.20586,6.810749,4.618677,33.37245,25.74364,0.4022451,.,0.3218234,6.904743,726.8362,79.3998,6.53969,2.923872,0.9120999,2.703718,2.134083,2.761628,3.609272,6.37935,1.399052,1.16049,3.199619,0.6201886,1.591202,4.466381,1.422718,0.9978012,0.4249165,5.397663,5.976141,1.074729,1.867424,8.52546,0.0579617,0.9586822,2.360748,1.36643,0.8420289,1.404586,0.4446909,0.1998801,5.138618,0.2415925,3.898202,0.9988228,1.926703,12.95374,3.166094,57.12251,9.74247,0.0010792,4.517325,2.077013,3.147052,7.28069,.,.,.,.,.,4.211927,3.04818,2.528001,0.0830753,0.0483167,.,0.3887867,.,0.020583,.,.,.,.,.,.,60.35767,50.09137,2.974009,5.271832,0.1536163,.,.,1.866841,.,315.251,3.786007,27.80224,141.921,87.91544,37.14804,50.7674,13.84069,39.98571,43.58611,32.19502,8.743458,2.647629,99.00099,7.724646,53.30466,16.91461,14.66237,14.52794,7.19974,2.136577,2.564257,15.47552,2.275143,3.763501,2.719934,9.036758,24.17476,16.79032,0.0564199,4.987841,11.74605,.,0.0909799,7.049168,.,0.2442927,11.25189,2.146697,0.3917772,.,.,.,1.75492,13.36811,1.335426,0.0502228,0.3405815,4.352368,0.8045775,6.484934,.,0.9873094,119.2948,94.0073,21.80521,2.198606,19.54485,8.741652,14.3487,7.493407,.,19.87487,25.2875,21.96752,3.319979,.
Eritrea,4955,1159.325,387.4137,200.8924,23.64353,2.416968,2.010909,0.0717729,0.2216091,.,.,0.1126769,15.27007,101.012,7.846447,0.0998102,0.0045895,4.968055,2.773992,23.26907,0.6290774,5.093744,0.0440602,4.308632,0.1505517,0.5905008,15.07864,3.923469,.,.,4.310648,1.83278,.,.,3.522395,0.0021465,0.010945,.,0.1721655,1.304088,0.0624089,0.0624089,.,.,.,0.0465209,6.523867,105.9322,105.6022,0.1562984,0.1737584,13.91974,28.62209,9.284253,10.68546,7.072676,1.5797,38.04728,31.11615,0.2562337,.,0.1051626,6.569735,652.3684,100.5809,4.734464,2.510661,1.425814,0.7979892,4.651918,2.610992,5.990677,3.625931,1.094673,1.390789,0.7707585,0.3697097,1.257323,2.672754,0.8387948,0.5949017,0.243893,14.67474,8.335212,0.7252731,4.579368,3.458361,0.3235363,1.884605,1.870074,1.475348,1.072274,0.8110609,2.636001,0.1937573,7.475014,1.022772,5.565849,0.8863937,5.698445,18.98501,3.250619,39.1224,6.467861,0.004823,1.170125,3.713242,1.579671,3.051042,.,.,.,.,.,2.638697,0.4076568,0.3106006,0.0210928,0.0109546,.,0.0650088,.,0.0046876,.,.,.,.,.,.,31.45539,25.63113,1.758054,3.31564,0.1142191,.,.,0.6363523,.,308.8498,4.312842,25.79305,115.0321,109.0978,43.25334,65.84441,7.168442,47.44565,45.76829,33.08645,11.106,1.575831,82.85811,11.24029,33.4366,8.132366,11.14383,9.22588,4.934529,2.134001,2.777224,17.92649,1.654525,3.363559,1.545417,8.780002,16.83278,11.68569,0.0343352,3.536234,8.115121,.,0.0743542,4.59466,.,0.4780782,5.423125,1.107184,0.470647,.,.,.,0.6365367,7.003302,1.755608,0.0905207,0.0991862,1.896718,0.3358714,2.825398,.,0.5975255,119.5428,96.04146,37.70215,4.187626,18.03815,7.942928,6.330824,4.63278,.,17.20701,23.50129,13.79406,9.707229,.
Estonia,1312,524.9992,19.3612,7.218829,1.264207,0.0399216,0.0366207,.,0.0015164,.,.,0.0017845,3.750307,0.0244626,1.05e-20,.,1.05e-20,.,.,0.3255703,0.870241,0.3529448,0.0022106,0.3340208,.,0.0167133,0.0094803,.,.,.,.,.,.,.,.,0.0094803,.,.,.,.,9.81e-22,9.81e-22,.,.,.,.,0.5816946,10.11741,10.11728,0.0001319,4.82e-07,0.119048,1.628339,0.7685701,0.7174097,0.0740588,0.0683001,0.2775736,0.0341788,2.66e-20,.,0.1265914,0.1168035,465.4838,141.9307,4.457702,2.148324,0.4035136,1.905864,2.87075,11.80526,16.75113,3.540929,0.2644477,0.9774685,2.163742,0.1352709,9.260266,26.46774,3.013863,2.23939,0.7744735,9.660368,3.003492,1.996297,3.780732,9.270895,0.1373615,5.806912,3.634091,5.067993,1.931864,1.483595,0.5940928,0.2277334,6.826811,0.3711948,4.044222,2.411394,5.357532,4.983338,2.494674,5.378187,1.551786,0.0127358,0.0327324,0.2667723,1.239545,18.92099,.,.,.,.,0.1092283,11.40279,7.188791,5.217575,0.4739255,0.2826079,.,1.214682,.,0.0312708,.,.,.,.,0.1889102,.,13.34305,4.456226,2.050487,2.447703,0.5155181,.,.,3.873117,0.0170843,227.3833,0.7741445,11.00511,161.5925,29.70422,21.291,8.413217,9.792202,14.51513,11.00491,8.471225,1.001435,1.532248,27.69089,2.455794,15.29932,2.507662,4.092193,5.913826,2.785639,0.0311961,0.1133419,0.8754729,0.3201455,0.6070001,1.956943,6.031681,10.84679,9.612189,0.0026135,0.9223974,8.687179,0.2612081,0.0626923,0.9095132,.,0.0011917,0.647341,1.613816,0.4299262,0.062555,0.0255843,0.0967434,0.9990066,2.477679,0.0128486,0.0012298,0.3862357,1.005086,0.287849,0.7844291,0.0079074,0.1746513,40.15414,22.52871,5.186993,0.3919836,5.528074,2.619668,3.367995,1.20891,.,4.225091,17.62543,14.36704,3.258381,.
Ethiopia,102403,1048.272,388.5972,218.9383,43.13698,4.217459,3.915357,0.0555398,0.1612371,.,.,0.0853259,27.696,86.53078,10.67972,1.13406,0.0570458,6.9247,2.563912,21.20261,0.6666597,4.451784,0.0393022,3.659979,0.114407,0.6380963,15.05191,4.939375,.,.,2.891631,1.076947,.,.,3.154495,0.0277247,0.0179416,.,1.001105,1.942689,0.134914,0.134914,.,.,.,0.4720781,4.697422,87.11991,86.94406,0.1145143,0.0613303,14.36992,43.92755,16.04078,16.24713,9.563766,2.075877,24.24154,19.96825,0.217621,.,0.0878569,3.967812,554.7012,93.53701,2.490679,1.599545,0.7101232,0.1810105,3.371446,3.041343,6.680812,2.077349,0.5691791,0.7465466,0.5809575,0.1806654,1.15594,3.337332,0.5008092,0.2521868,0.2486224,13.36264,9.858957,0.5203614,4.646297,3.193644,0.1265661,1.818366,2.045195,0.8594984,1.10011,0.3615965,2.972649,0.1212241,5.385376,0.7778929,3.944336,0.6631464,5.63806,18.87076,4.525123,29.08948,5.528663,0.4306224,0.5078748,2.806951,1.783215,3.215886,.,.,.,.,.,2.350363,0.8621813,0.6491768,0.0589404,0.0312681,.,0.122796,.,0.0033416,.,.,.,.,.,.,30.30933,24.48394,1.509479,3.724325,0.0695589,.,.,0.5220315,.,252.8683,2.719736,18.76981,112.4376,74.86463,26.47426,48.39037,5.418694,38.65782,33.96448,24.55843,8.345772,1.06028,69.5145,8.979214,30.86834,8.131869,10.36251,7.928081,4.445876,1.700028,2.328765,13.18565,1.424363,2.609555,1.198569,7.220024,17.96019,12.70188,0.0353388,3.643196,9.02335,.,0.0885057,4.832651,.,0.3371514,4.113968,0.9148961,0.3775714,.,.,.,0.5373247,8.515244,2.125122,0.1031216,0.1368304,2.280672,0.4526913,3.416807,.,0.6441633,104.9734,84.68864,36.7843,2.717184,16.92919,5.490772,6.391876,3.805417,.,12.5699,20.28476,11.38116,8.747578,0.1560225
Fiji,899,933.9626,89.13872,36.05274,5.37021,0.5741995,0.4149839,0.0288383,0.0840613,.,.,0.0463162,0.2811456,12.41896,0.099935,.,0.0018411,.,0.0980938,1.00649,2.180679,1.570537,0.0817936,1.173947,.,0.3147962,0.8278846,.,.,.,.,.,.,.,0.5140302,.,0.3138544,.,.,.,0.0209301,0.0209301,.,.,.,.,11.70177,33.70872,33.70515,0.0035265,3.38e-05,0.5822909,12.5378,6.697855,2.533927,1.645104,1.660915,6.25717,1.655993,0.0060025,.,4.587586,0.0075879,803.1678,82.30824,1.865472,1.206426,0.1296577,0.5293879,2.087557,2.722069,6.513727,7.291913,4.178212,0.355831,1.691575,1.066295,1.906858,5.641477,0.421382,0.1587558,0.2626262,14.05688,10.21823,2.024662,2.481403,7.75296,0.6717562,0.0619036,1.027667,0.6702402,0.4730518,0.7798493,1.080902,.,3.980919,0.458675,2.571119,0.9511251,3.735848,4.841509,6.176946,202.5107,17.18959,0.1453205,0.0022075,6.140608,10.90145,0.7308714,.,.,.,.,0.0820962,0.1806276,0.384924,0.2339927,0.0245641,0.0133962,.,0.112971,.,0.0832236,.,.,.,.,.,.,8.606028,0.3983661,1.188314,2.037676,.,.,.,4.981671,0.1993991,337.5874,4.987404,59.07146,217.6826,25.94019,10.85468,15.08551,8.456742,21.44895,55.67133,26.94892,22.61129,6.111115,22.14452,2.822882,0.9290384,0.4711743,0.0486015,0.1624515,0.2468111,0.2841189,0.2888152,1.24668,0.195218,2.499121,0.1999367,13.67871,45.88057,36.3839,0.0050423,11.42041,24.95845,3.331863,0.1157461,5.931075,.,0.1179848,5.814087,7.909535,0.3681291,0.5767748,0.6400566,0.2600757,6.064499,10.23842,0.3109813,0.0155332,0.4880227,6.35246,0.4935998,2.577827,0.0937709,0.1063903,41.65611,33.59243,6.784767,0.4876183,2.289073,3.714127,7.934157,0.9221234,.,11.46057,8.063674,5.515507,2.548167,.
Finland,5503,389.2229,6.060452,2.303414,0.2230744,0.014713,0.0038699,0.0020729,0.006844,.,.,0.0019262,0.041853,0.1824537,0.0108066,0.0107981,8.51e-06,.,.,0.1745451,0.4247651,0.0232579,0.0038211,0.0059352,.,0.0135017,0.0028799,.,0.0028799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.205065,2.06456,2.053551,0.0110005,9.55e-06,0.0282799,1.490838,0.7680041,0.3418293,0.117928,0.2630765,0.1733598,0.0440761,2.2e-05,.,0.0541786,0.0750831,349.9496,98.47779,2.008142,1.357009,0.0747123,0.576421,2.26146,3.915441,10.20486,3.841396,0.3500922,1.765953,1.518399,0.2069522,8.782388,18.19755,2.352781,2.052863,0.2999173,7.764015,0.4868325,1.670403,2.808292,6.443106,0.224716,3.327,1.942927,3.850017,1.837421,0.3535436,0.4233164,0.8030945,6.740577,0.2806505,4.219806,2.24012,3.064135,5.174375,2.302264,4.297854,2.025134,0.0220708,0.0122794,0.3909707,1.599813,14.11134,.,.,.,0.0421589,0.6023065,7.222352,5.485864,3.505894,0.0434509,0.2483142,.,1.688205,.,0.0297079,.,.,.,.,0.7289453,.,62.21352,50.8379,4.654007,1.138238,0.7788055,.,.,4.804565,0.009978,123.511,0.1951141,5.3262,68.93455,27.3077,17.4819,9.825797,5.195164,16.55228,12.21199,9.364905,0.5627899,2.284298,22.63653,1.23907,13.42977,1.582149,4.515234,6.604456,0.727935,0.0625366,0.2182842,1.069523,0.1731006,0.8144847,1.824152,3.80561,2.954921,2.548084,0.0076729,0.6379412,1.902469,0.0806006,0.0101892,0.314962,.,0.0010859,0.1888324,1.503001,0.5393363,0.1147248,0.0068923,0.0798035,0.7622447,3.228839,0.0251702,0.0010799,0.7422577,0.9574298,0.6228308,0.8800701,0.0371956,0.2393685,33.21292,18.21253,3.547518,0.1637408,8.216245,0.7659769,1.515114,0.5260096,.,3.477929,15.00039,13.77989,1.220491,.
France,64721,338.2539,18.87198,5.751226,0.2711021,0.0181833,0.0064386,0.0022703,0.0070036,.,.,0.0024707,0.5542545,1.109171,0.0179698,0.0154723,0.0006661,0.0009727,0.0008587,0.1938367,0.8907265,0.1975294,0.0122021,0.120848,.,0.0644793,0.0281829,.,.,.,0.0017757,0.0004161,.,.,.,0.023418,0.0010631,.,.,0.0015099,.,.,.,.,.,.,2.47027,7.888556,7.85135,0.0299978,0.0072093,0.1059438,3.488414,1.468838,0.7007973,0.3240329,0.9947454,1.637844,1.264179,0.0012758,.,0.3189266,0.0534622,289.9562,124.8035,3.957298,1.674056,0.1429281,2.140314,3.476221,3.915179,13.07729,6.720079,1.673624,2.112527,2.594362,0.3395654,7.915138,27.79514,2.165465,1.719179,0.446286,10.64373,1.017967,1.938873,2.78368,5.411223,0.1591173,3.026694,3.676098,4.104022,0.8369029,1.057709,0.3326647,0.81923,6.085708,0.2931624,3.628438,2.164108,4.739818,9.148273,4.370706,6.830503,4.462497,0.0098315,0.1525916,0.7314801,3.568593,6.148956,.,.,.,0.1147985,0.4566848,3.634948,1.702818,1.150158,0.0160399,0.0421021,.,0.4945183,.,0.0964988,.,.,.,.,0.1432077,.,29.35335,19.29247,2.959637,1.505545,0.6312134,0.0027874,.,4.961703,0.027778,70.62225,0.8817297,2.259832,30.98834,16.62279,7.797338,8.825455,3.302039,16.56751,15.86186,10.28226,0.7795576,4.80005,16.43583,0.4948418,7.254674,1.614538,1.57666,3.651873,0.4116025,0.049929,0.0179528,1.596722,0.1566051,0.8301466,0.7104383,5.324522,4.798565,3.711805,0.0054746,0.8705407,2.83579,0.0282292,0.0427472,1.001547,.,0.0142365,0.5771951,2.250956,0.2235007,0.087486,0.0140307,0.1853586,1.74058,3.074555,0.0668076,0.0011072,0.4069536,1.070778,0.4205741,1.108335,0.0520407,0.2856228,29.42572,16.34144,4.023931,0.204681,3.353506,0.3838132,0.9481494,0.2832351,.,7.144128,13.08428,12.10324,0.826186,0.1548459
Gabon,1980,1021.182,437.9138,299.5431,109.8321,0.6363935,0.4428862,0.037804,0.1060273,.,.,0.049676,90.45389,41.65449,8.679007,0.0647735,0.0140259,8.267647,0.3325603,9.990279,0.5052208,2.400543,0.0294648,1.940905,0.0775686,0.3526046,28.41539,21.41543,2.749877,.,2.416215,.,.,.,0.5261869,.,0.0167745,.,1.223794,0.0671186,0.129826,0.129826,.,.,.,0.5479984,6.298003,74.05849,74.01359,0.0279787,0.0169223,7.393477,34.58719,15.46034,10.88762,6.397506,1.841723,22.33157,17.83313,0.2251636,.,0.1154027,4.157876,505.1137,60.2943,3.946329,1.722408,0.2997356,1.924185,2.534517,2.110905,3.364946,4.891824,0.9299636,0.9502322,2.669129,0.3424995,1.189696,5.754737,1.052278,0.5917374,0.4605404,2.718353,3.585023,1.114449,1.549412,4.609478,0.0890244,0.8402369,1.868816,1.014099,0.4416243,1.285265,0.5688392,0.2550129,2.971971,0.3235984,2.290456,0.3579165,1.242308,11.29516,2.392014,34.83551,4.994953,0.0021074,1.42043,1.60127,1.971146,2.501562,.,.,.,.,.,1.473081,1.020755,0.8271262,0.0313382,0.0176128,.,0.1446773,.,0.0077265,.,.,.,.,.,.,42.17261,36.85354,1.907773,2.429014,0.0692228,.,.,0.9130583,.,222.9275,2.724944,23.31186,93.94538,68.9038,30.50105,38.40275,7.856872,26.18467,26.84695,20.3869,4.983204,1.476855,72.36154,6.143706,40.24531,10.68583,14.63261,9.902804,5.024064,1.495147,1.879766,9.990359,1.47321,3.138341,1.659763,6.33594,18.3436,12.42194,0.0297286,3.795916,8.5963,.,0.0871617,5.69533,.,0.1391683,6.108879,1.280146,0.2906053,.,.,.,0.9895409,9.69398,1.01826,0.0335725,0.2244486,2.952546,0.6170624,4.848091,.,0.3601319,78.15411,59.70906,23.46626,1.055026,11.90091,3.914805,6.938665,3.161543,.,9.271858,18.44505,9.558839,8.886215,.
Gambia,2039,1399.147,543.2666,290.8711,49.47777,2.349066,2.105367,0.0499461,0.1278899,.,.,0.0658629,83.73138,63.75044,2.670947,0.2511937,0.0114794,1.526522,0.8817518,27.25113,1.220975,3.596302,0.029093,2.999648,0.0726922,0.4948687,47.09842,39.89195,.,.,5.099242,0.0062221,.,.,0.8285291,.,0.0624859,.,0.8682928,0.3416968,0.0643388,0.0643388,.,.,.,0.3993803,9.26092,146.8513,146.7084,0.1325031,0.0103652,30.5143,48.80807,16.68731,17.24359,12.01567,2.8615,26.22186,24.18427,0.1698018,.,0.0723542,1.795427,728.3333,73.42689,1.585999,0.906279,0.1548227,0.5248973,1.024452,2.025687,1.733361,26.76541,15.43931,4.074774,4.413583,2.837748,1.586368,2.571486,1.667057,1.240952,0.4261053,2.902921,9.360147,0.500977,0.777073,3.874116,0.122113,0.6464888,1.077765,1.247386,0.6678463,0.4737396,0.8128263,0.1481709,4.719669,0.4744104,3.561994,0.6832644,0.8353316,6.300497,3.200852,31.968,10.99943,0.0564706,5.323783,2.565109,3.054067,3.186556,.,.,.,.,.,1.495791,1.685876,1.383024,0.0444089,0.0234461,.,0.2349967,.,0.0048895,.,.,.,.,.,.,43.68998,36.33763,2.597778,3.832057,0.1181086,.,.,0.8044122,.,377.6573,4.706754,10.36953,215.6256,109.7201,50.19175,59.52838,5.893186,31.34207,55.29886,37.6893,13.27387,4.335685,74.55411,6.743457,37.42708,17.55196,6.010513,8.744516,5.120089,2.683578,1.324712,12.44486,0.9822216,2.063997,3.29429,7.589923,34.44248,23.98526,0.0202818,7.326652,16.63833,.,0.0922243,10.08487,.,0.2801225,5.175826,1.136736,0.2464823,.,.,.,0.890254,12.98577,2.030079,0.0978022,0.2282457,3.701801,0.5607408,6.367099,.,0.6104874,127.5475,107.8186,47.5085,2.262718,23.11133,6.334646,7.130086,4.446423,.,17.02491,19.72893,9.98768,9.741252,.
